# timestamp, temp_f, humidity_pct, pressure_hpa, lux, soil_temp_f, soil_moisture_raw, rain, voltage, current_ma
2026-08-16 16:36:34, 68.6, 67.9, 987.0, 0.0, 67.0, -3121, 0, 0.888, 0.1
2026-08-16 16:38:53, 68.4, 68.3, 987.0, 689.4, 67.0, 22448, 0, 0.884, -0.1
2026-08-16 17:20:53, 69.3, 67.9, 986.1, 0.0, None, -11786, 0, 12.92, 87.8
2026-08-16 17:21:01, 69.3, 68.1, 986.2, 561.1, None, 4679, 0, 12.916, 85.9
2026-08-20 09:30:01, 69.9, 88.4, 988.4, 0.0, 70.8, -4619, 0, 13.112, -13.0
2026-08-20 09:30:04, 69.9, 88.4, 988.4, 723.3, 70.8, 20295, 0, 13.124, -42.2
2026-08-20 10:00:04, 72.7, 85.9, 988.7, 1136.4, 71.6, 9887, 0, 13.764, -138.3
2026-08-20 10:30:04, 72.6, 85.2, 989.0, 817.8, 71.6, 9891, 0, 13.66, -62.1
2026-08-20 11:00:03, 77.6, 78.2, 989.2, 1648.9, 71.6, 9894, 0, 14.584, -323.6
2026-08-20 11:30:04, 84.4, 70.0, 989.3, 2489.3, 72.7, 9940, 0, 14.524, -428.7
2026-08-20 12:00:04, 85.4, 67.1, 989.5, -531.1, 73.7, 9941, 0, 14.352, -356.7
2026-08-20 12:30:04, 86.1, 70.5, 989.4, 1941.9, 74.6, 9960, 0, 14.348, -421.5
2026-08-20 13:00:04, 86.6, 69.7, 989.4, 2025.6, 75.1, 9986, 0, 13.792, 69.2
2026-08-20 13:30:04, 90.8, 65.7, 989.3, 1439.9, 75.9, 10000, 0, 13.828, 72.1
2026-08-20 14:00:03, 92.2, 57.8, 989.3, 1971.2, 77.1, 10055, 0, 13.792, 71.8
2026-08-20 14:30:04, 95.8, 61.7, 989.1, 876.2, 78.2, 10047, 0, 13.784, 84.1
2026-08-20 15:00:04, 94.5, 57.1, 989.1, 2497.1, 78.7, 10040, 0, 13.796, 73.0
2026-08-20 15:30:04, 95.0, 61.3, 989.0, -160.0, 78.5, 10122, 0, 13.78, 73.0
2026-08-20 16:00:04, 95.8, 48.0, 988.8, 1948.4, 78.3, 10119, 0, 13.788, 72.8
2026-08-20 16:30:03, 93.3, 51.9, 988.6, 1614.3, 78.2, 10120, 0, 13.792, 68.7
2026-08-20 17:00:03, 92.2, 47.7, 988.5, 2134.5, 78.3, 10128, 0, 13.788, 73.3
2026-08-20 17:30:03, 90.2, 61.6, 988.7, 1580.4, 78.2, 10112, 0, 13.96, -709.6
2026-08-20 18:00:03, 91.3, 52.6, 988.7, 1313.1, 78.0, 10107, 0, 13.772, -276.2
2026-08-20 18:30:04, 90.3, 56.8, 989.1, 1418.1, 77.9, 10106, 0, 13.816, 66.6
2026-08-20 19:00:04, 88.7, 58.3, 989.1, 1168.7, 77.7, 10098, 0, 13.86, -161.4
2026-08-20 19:30:04, 86.2, 62.8, 989.2, 478.5, 77.3, 10105, 0, 13.876, -165.7
2026-08-20 20:00:04, 81.4, 67.8, 989.2, 143.0, 77.0, 10129, 0, 13.28, 82.0
2026-08-20 20:30:04, 78.7, 73.5, 989.6, 0.2, 76.8, 10098, 0, 13.068, 84.6
